tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
1830,cust_MockBrandA_988,True,2019-09-12 12:00:00,"Can I get a refund for MockBrandA order #64154, item arrived damaged.",1831.0,
1321,cust_MockBrandA_712,True,2019-04-15 12:00:00,Want to cancel my auto-renew membership with MockBrandA.,1322.0,
2666,cust_MockBrandB_98,True,2019-06-20 12:00:00,MockBrandB app won't load past the splash screen on iOS 17.,2667.0,
1592,@MockBrandASupport,False,2019-08-13 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1591.0
1726,cust_MockBrandA_931,True,2019-06-27 12:00:00,Didn't receive the 2FA SMS verification code to log into my MockBrandA account.,1727.0,
1390,@MockBrandASupport,False,2019-08-10 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,1389.0
2669,@MockBrandBCare,False,2019-08-11 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,2668.0
2201,cust_MockBrandA_1190,True,2019-09-13 12:00:00,"Tracking says delivery attempted for order #16752, but I was home all day.",2202.0,
1273,@MockBrandASupport,False,2019-02-19 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,1272.0
500,cust_MockBrandA_273,True,2019-02-11 12:00:00,"Cannot apply discount codes at checkout on the MockBrandA app, getting an error.",501.0,
1696,@MockBrandASupport,False,2019-08-17 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,1695.0
1818,@MockBrandASupport,False,2019-09-16 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,1817.0
709,cust_MockBrandA_388,True,2019-01-16 12:00:00,"Requested a refund on order #99922 a week ago, still nothing.",710.0,
2980,@MockBrandBCare,False,2019-09-15 12:30:00,We're aware of an iOS 17 issue - please try reinstalling the latest build. DM your device model if it persists.,,2979.0
956,@MockBrandASupport,False,2019-09-14 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,955.0
2590,cust_MockBrandB_57,True,2019-04-20 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2591.0,
2716,cust_MockBrandB_124,True,2019-03-25 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",2717.0,
2030,cust_MockBrandA_1099,True,2019-01-13 12:00:00,Didn't receive the 2FA SMS verification code to log into my MockBrandA account.,2031.0,
2043,cust_MockBrandA_1106,True,2019-05-16 12:00:00,Want to cancel my auto-renew membership with MockBrandA.,2044.0,
2517,cust_MockBrandB_16,True,2019-06-15 12:00:00,"Still waiting on my MockBrandB order #63480, it's been 12 days.",2518.0,
2621,cust_MockBrandB_73,True,2019-05-20 12:00:00,Does MockBrandB support exporting my data to CSV?,2622.0,
117,cust_MockBrandA_63,True,2019-04-22 12:00:00,"Order #20561 never arrived and support keeps closing my ticket without a refund, 3rd time asking.",118.0,
3043,@MockBrandBCare,False,2019-06-13 12:30:00,We're sorry this keeps happening. DM your case number so we can escalate internally.,,3042.0
2740,cust_MockBrandB_137,True,2019-07-23 12:00:00,Does MockBrandB support exporting my data to CSV?,2741.0,
2958,@MockBrandBCare,False,2019-07-10 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2957.0
3296,@MockBrandBCare,False,2019-08-10 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3295.0
1916,cust_MockBrandA_1036,True,2019-04-17 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $29.99, I will pursue legal action with my lawyer.",1917.0,
69,@MockBrandASupport,False,2019-09-19 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,68.0
1356,@MockBrandASupport,False,2019-05-10 12:30:00,Apologies for the delay! Please DM your order number and zip code so we can trace the package with the carrier.,,1355.0
1055,cust_MockBrandA_575,True,2019-09-18 12:00:00,"Your product arrived broken for order #46009, cancel my recurring contract immediately.",1056.0,
2330,@MockBrandASupport,False,2019-08-13 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,2329.0
1299,cust_MockBrandA_701,True,2019-03-15 12:00:00,"Cancel button is disabled in my account settings, please assist.",1300.0,
3082,@MockBrandBCare,False,2019-05-20 12:30:00,We're sorry this keeps happening. DM your case number so we can escalate internally.,,3081.0
758,cust_MockBrandA_413,True,2019-02-11 12:00:00,"If MockBrandA does not resolve this unauthorized charge of $30.99, I will pursue legal action with my lawyer.",759.0,
2938,@MockBrandBCare,False,2019-07-23 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2937.0
2759,cust_MockBrandB_147,True,2019-02-26 12:00:00,"Still waiting on my MockBrandB order #76029, it's been 12 days.",2760.0,
310,cust_MockBrandA_170,True,2019-02-15 12:00:00,"Can I get a refund for MockBrandA order #88957, item arrived damaged.",311.0,
1474,cust_MockBrandA_797,True,2019-09-14 12:00:00,"I demand to speak to a real human supervisor right now, your automated bots are useless!",1475.0,
2060,@MockBrandASupport,False,2019-09-24 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,2059.0
1948,cust_MockBrandA_1054,True,2019-06-23 12:00:00,Your iOS app freezes completely on the home screen after latest update.,1949.0,
1276,cust_MockBrandA_689,True,2019-04-20 12:00:00,"Your product arrived broken for order #90739, cancel my recurring contract immediately.",1277.0,
2097,cust_MockBrandA_1135,True,2019-09-24 12:00:00,Courier delivered my package for order #16051 to the wrong street address.,2098.0,
1350,@MockBrandASupport,False,2019-02-27 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,1349.0
1379,@MockBrandASupport,False,2019-02-12 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1378.0
40,cust_MockBrandA_21,True,2019-02-20 12:00:00,"Cancel button is disabled in my account settings, please assist.",41.0,
3194,cust_MockBrandB_387,True,2019-06-12 12:00:00,Does MockBrandB support exporting my data to CSV?,3195.0,
1520,@MockBrandASupport,False,2019-06-11 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1519.0
1499,cust_MockBrandA_811,True,2019-07-21 12:00:00,Your iOS app freezes completely on the home screen after latest update.,1500.0,
725,cust_MockBrandA_396,True,2019-03-23 12:00:00,Didn't receive the 2FA SMS verification code to log into my MockBrandA account.,726.0,
2154,cust_MockBrandA_1165,True,2019-04-25 12:00:00,MockBrandA website checkout is throwing a 500 error on step 3.,2155.0,
1782,cust_MockBrandA_961,True,2019-04-24 12:00:00,"Waiting on hold for 2 hours for order #79355, absolutely unacceptable support.",1783.0,
1760,cust_MockBrandA_949,True,2019-09-14 12:00:00,The MockBrandA app crashes every time I open the payments tab.,1761.0,
752,cust_MockBrandA_410,True,2019-02-20 12:00:00,"Cannot apply discount codes at checkout on the MockBrandA app, getting an error.",753.0,
2811,cust_MockBrandB_175,True,2019-08-23 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",2812.0,
137,cust_MockBrandA_75,True,2019-05-13 12:00:00,"Returned my package 10 days ago for order #19961, when will my refund be credited?",138.0,
1175,@MockBrandASupport,False,2019-07-23 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,1174.0
1954,cust_MockBrandA_1057,True,2019-04-24 12:00:00,"Extremely disappointed with MockBrandA support response time, this is the 3rd time I've written in.",1955.0,
2339,@MockBrandASupport,False,2019-06-26 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,2338.0
804,cust_MockBrandA_441,True,2019-06-15 12:00:00,"Worst customer service experience ever from MockBrandA, rude agents and no resolution.",805.0,
2302,@MockBrandASupport,False,2019-07-11 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,2301.0
330,@MockBrandASupport,False,2019-06-14 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,329.0
186,cust_MockBrandA_103,True,2019-07-27 12:00:00,MockBrandA website checkout is throwing a 500 error on step 3.,187.0,
20,@MockBrandASupport,False,2019-06-16 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,19.0
1054,cust_MockBrandA_574,True,2019-06-25 12:00:00,"Order #15539 never arrived and support keeps closing my ticket without a refund, 3rd time asking.",1055.0,
3060,cust_MockBrandB_310,True,2019-07-14 12:00:00,"MockBrandB auto-renewed my subscription without any warning email, want a refund.",3061.0,
995,@MockBrandASupport,False,2019-01-28 12:30:00,Sorry for the trouble! Please try resetting your password from a private/incognito window - if it still fails DM us your registered email so we can look into your account.,,994.0
1566,@MockBrandASupport,False,2019-08-17 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,1565.0
3211,cust_MockBrandB_397,True,2019-02-15 12:00:00,"MockBrandB keeps logging me out every few minutes, super annoying.",3212.0,
955,cust_MockBrandA_521,True,2019-06-16 12:00:00,"Can't log in to check on my order #21157, app just spins forever.",956.0,
813,@MockBrandASupport,False,2019-09-22 12:30:00,You can cancel anytime from Account > Subscription > Cancel. DM us if you don't see that option and we'll help directly.,,812.0
1001,cust_MockBrandA_546,True,2019-02-17 12:00:00,"Package from MockBrandA has been 'in transit' for 9 days, tracking not updating.",1002.0,
51,@MockBrandASupport,False,2019-08-17 12:30:00,So sorry for the wait. Please DM your order number and we'll escalate the refund to our billing team right away.,,50.0
2384,cust_MockBrandA_1293,True,2019-07-17 12:00:00,"Requested a refund on order #88830 a week ago, still nothing.",2385.0,
2571,@MockBrandBCare,False,2019-05-10 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,2570.0
2912,@MockBrandBCare,False,2019-03-20 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,2911.0
1930,cust_MockBrandA_1043,True,2019-03-16 12:00:00,"Can I get a refund for MockBrandA order #14202, item arrived damaged.",1931.0,
1656,cust_MockBrandA_894,True,2019-08-17 12:00:00,Where is my order #44314? Estimated delivery date was 4 days ago.,1657.0,
806,cust_MockBrandA_442,True,2019-03-28 12:00:00,Where is my order #13597? Estimated delivery date was 4 days ago.,807.0,
427,@MockBrandASupport,False,2019-05-13 12:30:00,"Thanks for flagging this - please try updating to the latest app version, and DM us your device model if the crash continues.",,426.0
643,@MockBrandASupport,False,2019-05-12 12:30:00,We're really sorry to hear that. Please DM your case/order number so a senior agent can personally follow up.,,642.0
1037,cust_MockBrandA_565,True,2019-01-18 12:00:00,"Someone hacked into my MockBrandA account and changed my password, please help me lock it down!",1038.0,
2925,@MockBrandBCare,False,2019-08-11 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,2924.0
1607,cust_MockBrandA_867,True,2019-04-14 12:00:00,"Returned my package 10 days ago for order #57746, when will my refund be credited?",1608.0,
2696,@MockBrandBCare,False,2019-09-25 12:30:00,Apologies for the surprise renewal. DM your order ID and we'll process a refund review.,,2695.0
933,cust_MockBrandA_510,True,2019-05-27 12:00:00,The MockBrandA app crashes every time I open the payments tab.,934.0,
2583,@MockBrandBCare,False,2019-04-21 12:30:00,Sorry for the delay - DM your order number so we can chase this with our logistics partner.,,2582.0
1062,@MockBrandASupport,False,2019-04-18 12:30:00,We're sorry about that. Please DM us your order number and the last 4 digits of the card used so we can investigate the duplicate charge.,,1061.0
919,cust_MockBrandA_503,True,2019-03-26 12:00:00,"Cancel button is disabled in my account settings, please assist.",920.0,
3101,@MockBrandBCare,False,2019-08-15 12:30:00,"Sorry about that! Please clear your app cache and reinstall - if the issue continues, DM your account email.",,3100.0
1497,cust_MockBrandA_809,True,2019-08-12 12:00:00,"Returned my package 10 days ago for order #12955, when will my refund be credited?",1498.0,
